uniqid_huc10,chlor_high1992_huc10,chlor_high1997_huc10,chlor_high2002_huc10,chlor_high2007_huc10,chlor_high2012_huc10,chlor_low1992_huc10,chlor_low1997_huc10,chlor_low2002_huc10,chlor_low2007_huc10,chlor_low2012_huc10
2837,0.1860,0.0546,0.0140,0.0427,0.0194,0.1849,0.0009,0.0140,0.0394,0.0192
2838,0.1736,0.0963,0.0502,0.0241,0.0000,0.1291,0.0372,0.0309,0.0000,0.0000
2839,0.0152,0.0070,0.0212,0.0080,0.0662,0.0116,0.0051,0.0072,0.0062,0.0042
2840,2.8980,2.8946,2.0219,0.8763,0.5858,2.8235,2.2446,1.9559,0.6879,0.3923
2841,0.5055,0.2181,0.1253,0.0366,0.0165,0.0202,0.0262,0.0290,0.0372,0.0112
2842,0.5219,0.6567,0.1572,0.3154,0.4537,0.4403,0.5133,0.1326,0.1213,0.2052
2843,0.4204,0.3376,0.3514,0.0496,0.3047,0.3987,0.0025,0.0380,0.0163,0.2660
2844,0.4073,0.1136,0.0652,0.5968,0.1199,0.3921,0.0980,0.0533,0.0486,0.1110
2845,0.4261,0.5611,2.4828,0.7482,0.0006,0.0024,0.5331,0.0054,0.0088,0.0000
2846,0.4762,1.4085,0.0626,0.3499,0.4166,0.4059,1.3971,0.0499,0.0000,0.4131
2847,0.9880,0.2033,0.1495,0.1647,0.0644,0.9877,0.1905,0.1495,0.1285,0.0611
2848,0.0038,0.0062,0.0156,0.0061,0.0043,0.0013,0.0004,0.0079,0.0012,0.0034
2849,0.1722,0.2343,0.7680,0.2266,0.0931,0.1365,0.0241,0.0012,0.0573,0.0002
2850,0.1445,0.1948,0.1287,0.0395,0.0279,0.0476,0.1088,0.1256,0.0393,0.0261
2851,0.0005,0.0030,0.0000,0.0121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2852,0.1005,0.1012,0.0344,0.0437,0.1042,0.0618,0.0181,0.0219,0.0219,0.0103
2853,0.1700,0.8829,0.1838,0.0971,0.4900,0.1217,0.8020,0.1822,0.0971,0.4715
2854,3.4348,2.6773,0.2352,0.2407,0.2277,3.0907,2.2734,0.1955,0.0218,0.0019
2855,1.6651,0.8652,0.4376,0.0696,0.3078,1.6628,0.1197,0.2510,0.0696,0.2675
2856,0.1105,0.2788,0.1866,0.0807,0.1410,0.0171,0.0993,0.0766,0.0159,0.1080
2857,0.0199,0.0959,0.0467,0.0243,0.0516,0.0076,0.0182,0.0430,0.0162,0.0168
2858,0.7501,0.5967,0.5645,0.1427,0.0003,0.6660,0.2034,0.2680,0.0000,0.0003
2859,0.0748,0.6297,0.0766,0.3613,0.2598,0.0611,0.6294,0.0738,0.3611,0.2597
2860,0.1734,0.8166,1.2308,0.8887,1.1528,0.1252,0.0773,0.8517,0.7686,0.0409
2861,0.2640,0.3176,0.1684,0.0557,0.1071,0.1851,0.2581,0.1430,0.0371,0.0533
2862,4.7403,6.3393,5.1065,6.0432,1.2079,4.5557,2.4109,4.5020,4.8287,0.9764
2863,1.0357,0.3968,0.3931,0.1014,0.3360,1.0062,0.2422,0.3852,0.0212,0.0537
2864,1.0578,2.0035,0.4146,0.6606,0.5409,0.9255,1.2340,0.1660,0.5742,0.4530
2865,0.1362,0.0750,0.0411,0.0211,0.0000,0.0986,0.0257,0.0250,0.0000,0.0000
2866,1.8710,1.6172,1.4766,0.7708,0.6116,1.8439,1.3814,1.4665,0.6751,0.4193
2867,0.3467,0.4931,0.4140,0.1164,0.2270,0.0270,0.1485,0.4058,0.1163,0.0806
2868,0.2436,0.2510,1.4594,0.3293,1.2818,0.0000,0.1181,0.3543,0.0259,0.0286
2869,0.2074,0.8091,0.7918,0.0662,0.0001,0.2041,0.4539,0.7901,0.0000,0.0000
2870,0.0121,0.0697,0.0089,0.0183,0.0083,0.0033,0.0000,0.0042,0.0183,0.0078
2871,0.0182,0.1647,0.0406,0.0037,0.0000,0.0009,0.1328,0.0222,0.0000,0.0000
2872,2.8463,1.8921,1.1810,7.0085,3.3116,2.7684,1.8913,1.1775,6.9358,3.3011
2873,0.4403,0.4185,0.4585,0.0238,0.2872,0.0117,0.1942,0.1502,0.0083,0.2808
2874,0.6911,4.1513,0.2864,0.2297,0.1746,0.6523,4.0677,0.2637,0.0632,0.0649
2875,0.1074,0.2649,0.7222,0.0235,0.0225,0.0851,0.2296,0.6753,0.0096,0.0128
2876,0.7253,1.5670,4.2387,0.6713,1.3107,0.4538,0.0438,0.0207,0.0028,0.0035
2877,0.0378,0.0060,0.0040,0.0017,0.0026,0.0117,0.0011,0.0019,0.0016,0.0014
2878,0.0014,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2879,0.1465,0.7998,3.4169,0.1693,0.0003,0.0101,0.5362,0.8897,0.1693,0.0000
2880,0.2338,0.3170,0.9189,0.2345,0.8338,0.0035,0.0698,0.4055,0.0363,0.0082
2881,0.0745,0.0939,0.5177,0.0736,0.0133,0.0007,0.0060,0.1087,0.0705,0.0000
2882,0.0077,0.0118,0.0256,0.0126,0.0040,0.0013,0.0074,0.0025,0.0005,0.0021
2883,0.1389,0.8322,0.0592,0.0465,0.0355,0.1310,0.8150,0.0545,0.0128,0.0132
2884,0.0250,0.0352,0.0999,0.0174,0.0327,0.0171,0.0000,0.0005,0.0013,0.0076
2885,3.2093,2.2683,3.9280,9.5722,6.2068,3.1623,2.2683,3.9269,9.5722,6.2060
2886,0.1257,0.0376,0.1264,0.1174,0.0509,0.1235,0.0346,0.1249,0.1171,0.0359
2887,0.0989,0.1215,0.3510,0.0083,0.0110,0.0103,0.1120,0.3454,0.0071,0.0110
2888,2.8735,2.2982,0.3859,2.1198,6.4807,2.7424,0.3223,0.1888,0.0138,0.0107
2889,0.2659,0.1651,0.0612,0.1241,0.2566,0.2112,0.0504,0.0196,0.0151,0.0159
2890,0.0338,0.0203,0.3115,0.0090,0.0086,0.0274,0.0089,0.2965,0.0052,0.0078
2891,0.2889,0.2141,0.0893,0.1152,0.8483,0.1025,0.1616,0.0688,0.0940,0.7983
2892,0.0227,0.0459,0.0636,0.0416,0.0194,0.0139,0.0094,0.0262,0.0367,0.0039
2893,0.2775,0.2619,0.0386,0.0753,0.1275,0.2764,0.2571,0.0384,0.0752,0.1275
2894,0.2541,0.0809,0.0297,0.0594,0.0255,0.2526,0.0008,0.0297,0.0549,0.0253
2895,0.5522,0.9508,9.7536,0.1155,0.0552,0.0000,0.8897,9.6740,0.0000,0.0549
2896,0.5883,0.9536,0.7980,1.5516,0.2304,0.0009,0.7835,0.7878,0.6672,0.0018
2897,0.0144,0.0167,0.0378,0.0099,0.0279,0.0000,0.0097,0.0141,0.0056,0.0078
2898,0.3837,1.7190,0.5377,0.0892,0.2715,0.3277,1.4160,0.4833,0.0669,0.0499
2899,0.0438,0.0118,0.0353,0.0097,0.1934,0.0149,0.0091,0.0064,0.0051,0.0262
2900,0.0044,0.0146,0.0101,0.0085,0.0062,0.0009,0.0146,0.0100,0.0084,0.0062
2901,0.0067,0.0159,0.0050,0.0088,0.0023,0.0046,0.0038,0.0026,0.0033,0.0023
2902,0.0113,0.0563,0.0624,0.0325,0.0053,0.0048,0.0046,0.0203,0.0458,0.0019
2903,2.1701,1.0612,0.4585,0.3070,0.6613,2.1678,0.2276,0.3232,0.3048,0.6258
2904,0.0319,0.0541,0.0730,0.0096,0.0000,0.0105,0.0436,0.0213,0.0087,0.0000
2905,0.7986,1.5446,4.6991,0.8314,1.5636,0.5081,0.0279,0.0119,0.0016,0.0022
2906,0.0378,0.0530,0.1476,0.0449,0.0263,0.0040,0.0268,0.0221,0.0057,0.0173
2907,1.9617,1.3857,1.2357,1.5254,1.4225,1.7337,0.9664,1.2223,0.6744,1.0274
2908,0.1500,0.2281,0.2573,0.0150,1.0588,0.0540,0.0476,0.0135,0.0078,0.0178
2909,0.1088,0.0863,0.0529,0.0109,0.0024,0.0051,0.0405,0.0394,0.0066,0.0002
2910,0.7022,0.3624,0.1724,0.0457,0.1124,0.0364,0.0461,0.0250,0.0472,0.0085
2911,0.1132,0.1827,0.1181,0.0809,0.0819,0.0972,0.0987,0.0748,0.1142,0.0665
2912,0.0175,0.0442,0.0198,0.0195,0.0039,0.0027,0.0198,0.0225,0.0195,0.0037
2913,0.1672,0.7076,0.4741,0.1650,0.0722,0.0028,0.1492,0.2225,0.0256,0.0014
2914,0.0794,0.1752,0.0795,0.0071,0.2142,0.0300,0.0000,0.0041,0.0026,0.0083
2915,0.5361,5.1618,0.3937,1.0159,0.7917,0.4190,2.1482,0.3148,0.2610,0.5826
2916,0.7116,0.2826,0.1984,0.1384,0.1315,0.6119,0.0246,0.1279,0.0167,0.0252
2917,0.3041,0.4870,2.5143,0.0591,0.0681,0.0120,0.4576,2.4744,0.0085,0.0679
2918,0.0044,0.0021,0.0151,0.0017,0.0068,0.0032,0.0000,0.0004,0.0006,0.0017
2919,0.2867,1.4621,0.5066,1.1455,0.6821,0.2592,1.3049,0.5032,0.5066,0.2117
2920,0.4663,0.5472,0.2575,0.2107,0.2455,0.4089,0.5031,0.2014,0.0219,0.0403
2921,0.0634,0.0415,0.0611,0.0253,0.0303,0.0140,0.0086,0.0617,0.0175,0.0193
2922,0.0970,0.2031,0.6657,0.5739,1.1429,0.0418,0.0143,0.2524,0.4881,0.1121
2923,0.1109,0.0869,0.0911,0.4799,0.2846,0.0902,0.0736,0.0766,0.0249,0.0150
2924,0.0410,0.0691,0.0179,0.0489,0.0037,0.0368,0.0639,0.0027,0.0489,0.0025
2925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2926,0.7509,0.8076,0.4791,3.4267,1.4609,0.6867,0.8069,0.4704,3.4267,1.4604
2927,0.3510,0.4097,0.2347,0.0451,0.0740,0.2319,0.1682,0.2347,0.0482,0.0683
2928,0.0243,0.0374,0.0910,0.0204,0.0214,0.0042,0.0027,0.0093,0.0020,0.0061
2929,2.7864,2.1998,1.8977,1.7936,1.4685,2.6855,1.7957,1.8765,0.8427,0.8131
2930,0.6548,0.6311,0.2175,1.4423,0.0009,0.6223,0.5637,0.0584,0.0000,0.0000
2931,2.8143,6.2887,4.6809,10.8421,6.4436,1.4721,6.2856,4.6554,10.7980,6.4436
2932,5.0003,6.7447,4.9866,3.2085,6.3898,4.7604,6.7390,4.6529,2.9439,5.5812
2933,0.6648,0.4185,0.2391,1.0850,2.0164,0.2032,0.1396,0.1918,1.1039,1.9292
2934,0.0572,0.0640,0.2503,0.0385,0.0921,0.0139,0.0058,0.0123,0.0111,0.0198
2935,0.3090,0.2858,0.4966,0.0834,1.0825,0.0650,0.1365,0.4720,0.0837,1.0805
2936,2.2756,0.8885,0.7689,0.3543,0.5071,1.8874,0.1859,0.4115,0.3515,0.2222
2937,1.7165,0.7771,0.2337,0.0955,0.3868,1.3597,0.6391,0.0923,0.0496,0.0811
2938,0.0029,0.0153,0.0035,0.0053,0.0000,0.0000,0.0150,0.0048,0.0053,0.0000
2939,0.0148,0.0395,0.0084,0.0255,0.0281,0.0113,0.0011,0.0080,0.0135,0.0236
2940,3.1602,1.2222,3.7237,0.8354,0.6159,3.0388,1.1978,3.5103,0.6445,0.4008
2941,0.2915,0.0560,0.0216,0.0516,0.0159,0.2893,0.0512,0.0068,0.0476,0.0116
2942,0.0001,0.0004,0.0002,0.0013,0.0000,0.0000,0.0000,0.0002,0.0013,0.0000
2943,0.1879,0.2974,2.4361,0.0360,0.0183,0.0053,0.2835,2.4153,0.0037,0.0181
2944,0.4291,0.8151,0.4498,0.2419,0.2843,0.3017,0.5656,0.2478,0.0305,0.0515
2945,0.4487,0.4636,0.0822,0.0559,0.0384,0.0362,0.0296,0.0537,0.0563,0.0091
2946,0.0028,0.0001,0.0003,0.0016,0.0014,0.0028,0.0000,0.0000,0.0016,0.0001
2947,0.0307,0.0225,0.0059,0.0122,0.0014,0.0273,0.0097,0.0042,0.0107,0.0000
2948,0.8447,0.5936,0.3508,0.0779,0.0416,0.7307,0.4077,0.3627,0.0539,0.0087
2949,0.1961,0.1566,1.1399,0.0722,0.0449,0.0021,0.1322,1.0904,0.0000,0.0448
2950,0.1321,0.2282,0.3010,0.2797,0.1307,0.0075,0.0089,0.0060,0.2241,0.0905
2951,0.2395,0.5755,0.5741,0.3109,0.2657,0.0227,0.0408,0.0242,0.2133,0.1741
2952,0.4994,0.1792,0.1529,1.0173,0.0000,0.0681,0.0062,0.0040,0.9985,0.0000
2953,0.4941,0.2482,0.9389,0.1559,0.0043,0.4380,0.2369,0.0225,0.1559,0.0043
2954,0.0811,0.1648,0.5705,0.1828,0.1197,0.0014,0.0174,0.5590,0.0037,0.0105
2955,0.0180,0.0778,0.0055,0.0064,0.0031,0.0165,0.0764,0.0039,0.0034,0.0008
2956,2.8940,1.0779,0.8136,1.1242,0.2105,2.8914,0.5013,0.8114,1.0789,0.1849
2957,0.0314,0.4479,0.1079,0.0190,0.0000,0.0013,0.3516,0.0720,0.0000,0.0000
2958,0.1555,0.2131,0.1248,0.0293,0.0000,0.0260,0.0048,0.0006,0.0000,0.0000
2959,0.0661,0.0480,0.0151,0.0125,0.0000,0.0506,0.0166,0.0056,0.0000,0.0000
2960,0.6348,0.5506,0.3858,0.1708,0.0114,0.0044,0.3313,0.3524,0.0256,0.0071
2961,0.1468,0.0624,0.0204,0.0502,0.0169,0.1429,0.0072,0.0199,0.0502,0.0169
2962,0.0670,0.0283,0.0101,0.0049,0.0477,0.0576,0.0118,0.0011,0.0033,0.0405
2963,0.1937,0.6487,0.1261,0.0243,0.0216,0.1347,0.6150,0.0289,0.0207,0.0081
2964,0.3673,0.6558,8.5976,0.2301,0.0343,0.0464,0.2508,7.8678,0.1345,0.0130
2965,0.2473,0.2571,0.1646,0.0587,0.1463,0.2141,0.1936,0.0801,0.0447,0.1409
2966,1.4961,0.7493,0.6399,0.3833,0.0007,1.2580,0.0771,0.0063,0.0000,0.0007
2967,0.0352,0.0459,0.1801,0.0682,0.0836,0.0048,0.0006,0.0103,0.0587,0.0016
2968,1.5057,2.4197,1.1831,0.8556,0.9610,1.2671,2.1598,0.7510,0.0946,0.1775
2969,0.1806,0.1311,0.0479,0.0764,0.1118,0.1776,0.1231,0.0306,0.0758,0.1108
2970,0.0569,0.0802,0.1459,0.1633,0.3440,0.0286,0.0039,0.0981,0.1200,0.0321
2971,0.6458,0.2261,0.0679,0.1201,0.0874,0.4918,0.0415,0.0324,0.0105,0.0044
2972,0.9175,0.7423,0.3812,0.6698,0.8389,0.8968,0.6931,0.3062,0.6597,0.8304
2973,0.4152,0.2890,0.3592,0.0281,0.3999,0.3697,0.0267,0.0391,0.0228,0.3570
2974,1.3152,0.8466,0.5844,0.0868,0.2186,1.1481,0.4598,0.5876,0.0872,0.2002
2975,2.9911,0.8582,0.5054,0.5044,0.6147,2.9853,0.6639,0.5046,0.4527,0.1995
2976,0.1221,0.4467,0.2849,0.4156,0.2545,0.0554,0.0064,0.0015,0.1574,0.2319
2977,0.2824,0.3965,0.3776,0.0633,0.3979,0.1250,0.2183,0.0202,0.0275,0.0316
2978,0.8174,1.6895,0.7620,0.4311,0.0006,0.7495,1.1338,0.6626,0.0000,0.0001
2979,0.0002,0.0014,0.0001,0.0000,0.0000,0.0000,0.0013,0.0001,0.0000,0.0000
2980,0.0778,0.0660,0.1165,0.0605,0.0829,0.0450,0.0337,0.0042,0.0169,0.0203
2981,0.8614,0.7663,1.2610,0.4645,0.5094,0.6735,0.7509,1.0637,0.2235,0.4055
2982,2.1274,1.5969,0.6839,0.5625,0.8327,1.9618,1.5499,0.5193,0.0034,0.0222
2983,0.3421,0.1884,0.1205,0.0569,0.0000,0.2766,0.0756,0.0906,0.0000,0.0000
2984,0.3513,0.4169,1.1472,0.6535,0.2582,0.2530,0.0518,0.9034,0.6526,0.1486
2985,0.0536,0.0179,0.0090,0.0019,0.0065,0.0005,0.0103,0.0084,0.0019,0.0065
2986,0.0133,0.0434,0.1024,0.0203,0.0712,0.0104,0.0146,0.0932,0.0203,0.0210
2987,0.6461,0.6534,0.3883,2.9793,1.3742,0.5701,0.6529,0.3819,2.9793,1.3738
2988,0.2076,0.1043,0.0298,0.0787,0.0303,0.2019,0.0096,0.0291,0.0787,0.0300
2989,0.2400,0.2240,0.0796,0.0154,0.0969,0.1520,0.0955,0.0345,0.0011,0.0544
2990,0.0537,0.1757,0.1084,0.0303,0.0492,0.0103,0.0133,0.0340,0.0059,0.0044
2991,0.0949,0.2646,0.1758,0.0386,0.0203,0.0790,0.1912,0.1668,0.0092,0.0124
2992,0.1158,0.1403,0.2992,0.2144,0.0727,0.0058,0.0146,0.2501,0.2142,0.0000
2993,0.0045,0.0171,0.0023,0.0000,0.0000,0.0000,0.0170,0.0034,0.0000,0.0000
2994,0.0197,0.0336,0.0229,0.0320,0.0093,0.0076,0.0109,0.0139,0.0313,0.0008
2995,0.7828,2.0451,0.3115,0.1458,0.4010,0.6062,1.4984,0.1304,0.0945,0.1271
2996,0.3227,0.1319,0.0167,0.0693,0.0462,0.2094,0.0113,0.0081,0.0079,0.0005
2997,0.4400,2.0971,0.1936,0.2221,0.2147,0.2581,2.0777,0.0212,0.0000,0.1486
2998,1.1781,1.7665,0.5393,0.2817,0.3631,0.0602,0.5966,0.0891,0.0448,0.2544
2999,0.2533,0.0835,0.0970,1.0753,0.1131,0.2364,0.0775,0.0499,0.0069,0.0993
3000,0.1092,0.2034,0.7961,0.3570,0.1709,0.0009,0.0198,0.7818,0.0057,0.0101
3001,0.7122,4.1880,1.4149,2.2078,1.5759,0.6672,3.7916,1.4060,0.6847,0.1374
3002,0.4330,2.1554,1.1544,0.4169,0.0001,0.2179,2.1545,1.1544,0.2372,0.0000
3003,0.0721,0.1777,0.6076,0.2954,0.5845,0.0353,0.0208,0.3788,0.2480,0.0520
3004,0.0756,0.1866,0.2630,0.0320,0.0001,0.0152,0.1782,0.0184,0.0000,0.0000
3005,3.3525,1.6558,1.1527,2.1550,1.9546,3.1758,1.5502,1.1259,1.4329,1.4121
3006,0.1332,0.1101,0.0113,0.0069,0.0082,0.1282,0.1031,0.0110,0.0034,0.0039
3007,4.8467,0.5847,0.3943,0.3528,0.1109,4.8022,0.2662,0.2345,0.0453,0.0285
3008,0.1360,0.1075,0.1757,0.1355,0.4248,0.0150,0.0124,0.0002,0.0025,0.2781
3009,1.0460,1.4366,0.8229,0.6640,1.0115,1.0409,1.4365,0.8229,0.6640,0.9201
3010,0.6729,0.5335,0.1594,0.0558,0.1653,0.6188,0.4353,0.1449,0.0172,0.0140
3011,3.6582,2.2315,1.1063,0.1668,1.0973,3.6550,0.3386,0.8740,0.1668,0.9766
3012,0.1092,0.6680,0.2237,0.1882,0.1420,0.0750,0.6678,0.2219,0.1877,0.1420
3013,0.6023,2.3347,0.2496,0.1815,0.4849,0.4539,1.6384,0.1300,0.0938,0.0941
3014,0.1241,0.1571,0.4201,0.1338,0.2923,0.0150,0.0253,0.0011,0.0036,0.1702
3015,0.0728,0.0247,0.0062,0.0029,0.0407,0.0659,0.0107,0.0006,0.0022,0.0340
3016,0.0242,0.0286,0.0315,0.0188,0.0231,0.0180,0.0004,0.0214,0.0255,0.0187
3017,0.0051,0.0155,0.0068,0.0038,0.0020,0.0047,0.0000,0.0041,0.0054,0.0020
3018,0.0350,0.3861,0.0958,0.0093,0.0896,0.0031,0.2235,0.0648,0.0091,0.0776
3019,2.7823,2.0683,0.8487,0.8284,1.0650,2.5476,2.0048,0.6284,0.0125,0.0321
3020,6.9943,0.9049,0.5382,0.5035,0.1386,6.9851,0.5939,0.3381,0.1977,0.1149
3021,0.3966,0.1557,0.0740,0.2513,0.0503,0.3644,0.0883,0.0718,0.0634,0.0453
3022,0.3856,0.3172,0.6711,0.2140,0.8115,0.1437,0.1716,0.1254,0.1857,0.5574
3023,1.3345,1.3026,0.1821,0.8834,0.9770,0.0342,0.0089,0.0225,0.0161,0.0100
3024,0.2244,0.5516,1.4421,0.1651,0.0002,0.0325,0.5353,0.0422,0.0000,0.0000
3025,0.0040,0.0101,0.0014,0.0034,0.0010,0.0032,0.0023,0.0014,0.0008,0.0005
3026,0.6221,0.3241,0.2708,1.1569,0.0016,0.1338,0.0090,0.0094,1.1325,0.0008
3027,0.6100,0.3327,0.2975,1.3297,0.1379,0.0301,0.1643,0.1809,0.9529,0.0004
3028,1.1852,0.6747,0.2165,0.8434,1.6762,0.9733,0.2236,0.1309,0.0183,0.0030
3029,1.5611,0.1609,0.0831,0.1009,0.0071,1.5506,0.0558,0.0254,0.0097,0.0051
3030,0.2866,0.1128,0.8038,0.5509,0.0001,0.0515,0.0000,0.0000,0.5509,0.0001
3031,4.9173,0.9269,1.3115,0.3144,1.0320,4.7722,0.6068,1.2744,0.1345,0.1532
3032,0.4743,0.6512,8.0489,0.1047,0.0566,0.0000,0.6130,7.9828,0.0000,0.0562
3033,0.9113,0.8455,1.5909,0.3306,0.7845,0.5573,0.2543,0.2247,0.0925,0.1011
3034,0.9103,0.6569,0.4386,0.4160,0.0003,0.7630,0.1879,0.0856,0.0000,0.0002
3035,2.1254,0.1793,0.0334,0.1031,0.0198,2.1073,0.0251,0.0080,0.0079,0.0085
3036,0.0436,0.2190,0.1091,0.2137,0.1337,0.0392,0.1896,0.1045,0.0910,0.0190
3037,0.5385,2.0797,0.2641,0.2803,0.4406,0.3043,1.3467,0.0837,0.0880,0.0491
3038,0.1318,0.2042,2.0053,0.0470,0.0150,0.0046,0.1804,1.9611,0.0031,0.0149
3039,0.0307,0.0398,0.0744,0.0238,0.1593,0.0021,0.0126,0.0308,0.0230,0.1507
3040,3.2727,0.8155,0.4388,0.0660,0.0000,3.1805,0.1268,0.2775,0.0000,0.0000
3041,0.6794,0.2908,0.1828,0.1882,0.1435,0.5713,0.0738,0.1122,0.0926,0.0305
3042,0.0994,0.0949,0.1925,0.0392,0.0964,0.0827,0.0379,0.0011,0.0285,0.0015
3043,0.6838,3.6128,0.4315,2.6884,1.1757,0.6488,3.6128,0.4315,2.6879,1.1750
3044,1.6524,1.7774,1.0643,7.6169,3.3900,1.5115,1.7757,1.0451,7.6169,3.3888
3045,0.5854,0.9293,1.1784,0.7537,0.4058,0.5048,0.5381,0.9524,0.7371,0.2901
3046,0.0128,0.0215,0.0271,0.0029,0.0056,0.0040,0.0101,0.0017,0.0029,0.0008
3047,0.1145,0.7544,0.3314,0.1063,0.4186,0.0033,0.0115,0.3117,0.0211,0.0510
3048,0.0128,0.0707,0.0251,0.0000,0.0000,0.0002,0.0564,0.0129,0.0000,0.0000
3049,0.4486,0.4251,0.2788,0.1596,0.2617,0.3691,0.3439,0.0986,0.0006,0.0091
3050,0.4031,0.2105,0.2438,0.7459,0.0132,0.0756,0.0215,0.0101,0.7049,0.0061
3051,0.8269,0.5899,0.1554,0.4992,0.7648,0.7116,0.1446,0.0657,0.0112,0.0009
3052,0.4790,1.4610,0.2096,0.2645,0.4950,0.2536,0.9161,0.0588,0.0860,0.0354
3053,0.0033,0.0321,0.0470,0.0042,0.0000,0.0009,0.0256,0.0470,0.0042,0.0000
3054,1.4299,2.0670,0.4611,0.2429,0.3143,0.0206,0.3833,0.0402,0.0203,0.1828
3055,0.0494,0.1757,0.0384,0.0224,0.0152,0.0000,0.1260,0.0295,0.0051,0.0090
3056,0.2318,0.0703,0.0457,0.0221,0.0000,0.1770,0.0128,0.0209,0.0000,0.0000
3057,0.0161,0.0289,0.0299,0.0042,0.0090,0.0058,0.0141,0.0023,0.0039,0.0012
3058,0.1718,0.1292,0.0820,0.0702,0.0772,0.0794,0.0253,0.0750,0.0312,0.0187
3059,0.2901,0.0619,0.1190,0.0444,0.1137,0.2491,0.0356,0.1060,0.0000,0.0016
3060,0.1053,0.1555,0.1352,0.0421,0.1435,0.0034,0.0342,0.0922,0.0190,0.0347
3061,4.1648,4.4689,2.7028,1.8744,6.9198,3.8219,4.3948,2.4455,1.7170,6.3156
3062,2.3233,1.9364,0.7422,0.8902,0.9268,2.0853,1.8559,0.5185,0.0441,0.0521
3063,0.7084,0.6461,0.0454,1.3471,0.0004,0.5148,0.5389,0.0012,0.0000,0.0000
3064,0.3899,0.6011,1.8814,0.4137,1.4240,0.0042,0.1036,0.7881,0.0680,0.1077
3065,0.1904,0.1830,0.4413,0.9196,1.0834,0.1471,0.1666,0.1013,0.0000,0.0499
3066,0.0406,0.0575,0.1474,0.1179,0.0228,0.0062,0.0221,0.1438,0.0098,0.0119
3067,0.0400,0.0868,0.0606,0.0865,0.0692,0.0040,0.0148,0.0486,0.0864,0.0000
3068,0.0285,0.0808,0.0343,0.0092,0.0155,0.0274,0.0808,0.0343,0.0092,0.0147
3069,0.0039,0.0258,0.0758,0.0031,0.0000,0.0005,0.0130,0.0223,0.0031,0.0000
3070,0.7134,0.9698,0.5867,0.5350,0.3698,0.7068,0.9697,0.5867,0.5350,0.3123
3071,1.0564,0.2403,0.1815,0.2186,0.1173,1.0523,0.2188,0.1798,0.1740,0.1084
3072,0.9530,0.3361,0.0620,0.0195,0.0368,0.8695,0.1769,0.0619,0.0197,0.0212
3073,1.1500,0.7135,0.1426,0.1623,0.3082,0.8615,0.1669,0.0047,0.1622,0.1703
3074,0.0112,0.1177,0.0883,0.0155,0.0000,0.0100,0.0727,0.0873,0.0000,0.0000
3075,0.1405,0.0487,0.0469,0.0154,0.0686,0.1306,0.0182,0.0006,0.0063,0.0521
3076,0.0261,0.0509,0.0277,0.0136,0.0487,0.0005,0.0191,0.0034,0.0073,0.0455
3077,0.0047,0.0013,0.0005,0.0048,0.0011,0.0046,0.0011,0.0005,0.0005,0.0011
3078,0.0267,0.0186,0.3557,0.0067,0.0072,0.0196,0.0065,0.3396,0.0023,0.0063
3079,0.0783,0.1062,1.2021,0.0160,0.0087,0.0008,0.0998,1.1920,0.0006,0.0087
3080,0.5198,0.5369,0.4845,0.2595,0.4949,0.2832,0.3924,0.1154,0.0893,0.0275
3081,0.6625,0.6560,0.1509,0.4751,0.4284,0.3836,0.3223,0.0516,0.4689,0.0592
3082,0.4175,0.2488,0.1712,0.3693,0.2602,0.3454,0.2217,0.1643,0.0910,0.0744
3083,0.0483,0.0619,0.0973,0.1199,0.0352,0.0070,0.0181,0.0763,0.1183,0.0149
3084,0.8792,0.1646,0.3029,1.2526,0.1922,0.7389,0.0858,0.1416,0.3761,0.1355
3085,3.3004,4.3797,1.8528,1.9028,5.9337,3.0250,4.1171,1.6565,1.5732,5.0777
3086,0.0875,0.0994,0.0843,0.0236,0.1374,0.0606,0.0116,0.0261,0.0198,0.0577
3087,0.0419,0.0436,0.0282,0.0284,0.0076,0.0046,0.0212,0.0303,0.0284,0.0076
3088,0.5048,1.4591,0.2729,0.1370,0.2791,0.4412,1.0173,0.2222,0.0812,0.0627
3089,3.4014,2.8661,2.5243,1.2802,1.0009,3.3607,2.4298,2.5088,1.0964,0.7464
3090,0.2871,0.2521,1.0273,0.2162,0.4404,0.0671,0.0575,0.0016,0.0030,0.0032
3091,0.2293,0.0878,0.0658,0.0210,0.0554,0.2289,0.0149,0.0268,0.0210,0.0521
3092,1.1563,0.5579,1.0082,0.3409,0.4511,1.0023,0.4797,0.8588,0.0909,0.1688
3093,0.0154,0.0372,0.0439,0.0171,0.0108,0.0067,0.0020,0.0124,0.0224,0.0045
3094,0.2144,0.1034,0.1595,0.0082,0.1376,0.1612,0.0018,0.0056,0.0065,0.1136
3095,0.0695,0.3928,0.1944,0.0537,0.2251,0.0019,0.1180,0.1245,0.0113,0.0359
3096,0.1633,0.2434,0.1387,0.0121,0.3878,0.0122,0.0000,0.0033,0.0056,0.0106
3097,0.0129,0.0019,0.0172,0.0035,0.0172,0.0102,0.0000,0.0015,0.0025,0.0027
